Image_Name,Label,N,P,K,ph,soil_moisture,temperature,humidity,rainfall,sunlight_exposure,Recommendation
Critical-Deficiency-50-_hf_jpg.rf.26cd796ad14b53c48bae34daa84a0c49.jpg,Critical Deficiency,48,30,13,4.28,7.36,10.75,26.38,30.85,5.25,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-51-_90_jpg.rf.eb354f0ebf589188e17e39be89be5b7b.jpg,Critical Deficiency,29,45,23,4.54,17.17,18.39,33.28,28.05,6.95,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-51-_jpg.rf.3d9e9732a77d846543a80a97a5cf05bc.jpg,Critical Deficiency,30,37,29,5.81,12.88,13.24,37.37,32.14,5.5,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-51-_vf_jpg.rf.9d0d1921660800e254065871eb3060a5.jpg,Critical Deficiency,20,27,13,5.94,13.04,13.28,33.92,44.99,3.86,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-53-_270_jpg.rf.0a128c9a970b8c751d93910b2123fb95.jpg,Critical Deficiency,29,28,30,5.81,6.01,11.58,7.46,3.06,2.78,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-53-_hf_jpg.rf.d855aea89a5a4c20c03b43f38a9ed3c6.jpg,Critical Deficiency,45,36,22,6.94,8.49,14.81,18.64,50.32,6.57,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-54-_jpg.rf.88309ab19e74e419d74975a5909b4172.jpg,Critical Deficiency,32,55,26,6.15,8.35,15.19,30.22,20.47,4.49,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-54-_vf_jpg.rf.1ac9a90006592d3218e28d00a90103db.jpg,Critical Deficiency,27,24,12,5.72,3.04,12.99,28.22,11.66,5.03,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_022_jpg.rf.f9f8791ff5461fef7d491616db9e8186.jpg,Critical Deficiency,35,24,15,5.14,9.3,20.06,31.05,45.79,6.79,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_270_jpg.rf.b9258769e81e71ba104f397397a6283d.jpg,Critical Deficiency,21,41,27,5.69,15.0,14.63,17.68,49.89,4.32,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_90_jpg.rf.15bcdd9f82b0c9036d5284b909aa89e9.jpg,Critical Deficiency,0,23,35,6.7,11.03,12.39,12.03,11.48,3.84,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-55-_hf_jpg.rf.502f81d7509e7073076ffb17e2e97891.jpg,Critical Deficiency,25,18,41,5.49,7.85,18.38,34.8,22.72,3.73,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_jpg.rf.309335502c0a66bb08db3f1ed6128383.jpg,Critical Deficiency,0,16,4,4.99,11.71,15.3,38.76,30.24,5.63,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_jpg.rf.98f661d4a6b946600d5524de4f366c3c.jpg,Critical Deficiency,29,49,25,4.25,15.27,16.45,10.57,31.23,6.47,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_vf_jpg.rf.1720876c31a0d2d697ba0317b9ebe801.jpg,Critical Deficiency,39,19,57,4.96,5.68,13.77,39.66,23.23,2.81,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-55-_vf_jpg.rf.e0af1aea0b7f80942fab5d86dcf5c737.jpg,Critical Deficiency,47,27,33,6.09,8.44,15.78,37.27,32.34,4.62,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-57-_hf_jpg.rf.7079f3ad88dd943c0dd396a69e3853e1.jpg,Critical Deficiency,40,10,11,6.06,1.36,17.55,29.51,31.5,3.12,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-57-_jpg.rf.340ea810977443c2975dae79881442a9.jpg,Critical Deficiency,33,29,20,5.77,6.11,8.88,33.72,40.0,2.66,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-57-_vf_jpg.rf.dffcee8c74cc52e561082d5ea1c62714.jpg,Critical Deficiency,17,25,34,4.62,13.06,14.59,21.47,44.96,4.98,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-58-_90_jpg.rf.64afe32dd8b70195ead9a30f54f2c4b1.jpg,Critical Deficiency,16,28,42,5.42,12.64,12.76,29.12,14.15,5.75,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-58-_hf_jpg.rf.8cc69be10075789f5ad22b145a6ff2b2.jpg,Critical Deficiency,29,24,46,4.73,13.99,8.5,26.0,47.76,7.22,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-58-_jpg.rf.52984d4ae570aeaeb10a89de88323948.jpg,Critical Deficiency,20,31,55,3.93,13.35,20.63,8.47,36.04,5.79,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-58-_vf_jpg.rf.bbcfea73be44ed2b7c6a7779da0b4491.jpg,Critical Deficiency,18,28,36,5.5,12.36,14.48,16.48,5.12,5.6,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-6-_035_jpg.rf.7c283a792e2024e9040278b076083f50.jpg,Critical Deficiency,33,27,40,3.8,6.41,19.85,28.11,36.3,5.35,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-6-_90_jpg.rf.04062f9a4084974931cdf0f079534456.jpg,Critical Deficiency,20,21,53,4.94,1.97,13.32,33.6,40.08,4.26,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-6-_hf_jpg.rf.36b9bb6c6037b0dd68e2749849648888.jpg,Critical Deficiency,5,21,58,5.41,9.93,17.54,37.03,0.0,4.36,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-60-_270_jpg.rf.47ea65e6acc078eb80d9e3a48fabfbde.jpg,Critical Deficiency,29,41,30,4.91,7.81,14.05,26.84,15.72,4.03,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-60-_vf_jpg.rf.4b4fd732dba84c53915fd811e6636c6b.jpg,Critical Deficiency,18,28,33,5.22,14.81,13.48,29.28,39.23,5.7,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-61-_90_jpg.rf.f1f2680cdf5613f2bff49cd6a22b3744.jpg,Critical Deficiency,40,46,54,5.91,0.99,8.9,12.12,29.17,2.86,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-61-_hf_jpg.rf.d92cfc67fbad63fd9bd15403c2721f9c.jpg,Critical Deficiency,52,24,34,4.76,9.49,16.72,21.14,39.47,6.27,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-61-_jpg.rf.81acc7283986909cdc71a4f75179122e.jpg,Critical Deficiency,44,23,20,4.51,7.88,16.46,6.01,28.55,4.98,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-62-_270_jpg.rf.8deedf3a29ede648dddec5b7d6818c1b.jpg,Critical Deficiency,39,44,37,6.7,6.51,13.15,48.25,34.82,3.44,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-62-_jpg.rf.03f810403f0a70210272e8d1518a7a7b.jpg,Critical Deficiency,53,28,25,4.26,3.49,14.97,9.77,44.03,4.09,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-62-_jpg.rf.2009e5b9fac957e2f99884c5c3fc3cb4.jpg,Critical Deficiency,18,26,43,6.16,12.05,18.53,25.17,32.85,4.37,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-62-_jpg.rf.881a6c9c6890d0d57eae73b16abc5072.jpg,Critical Deficiency,24,25,24,3.2,6.67,14.91,36.37,31.63,5.78,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-62-_jpg.rf.8b4cf4f8ef3f5274a6862a932d507367.jpg,Critical Deficiency,35,49,57,5.98,8.1,18.11,42.38,49.46,1.61,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-63-_hf_jpg.rf.ff543145bd6092da2b859049e1416c44.jpg,Critical Deficiency,27,31,29,4.84,0.06,7.63,15.95,47.67,3.88,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-64-_90_jpg.rf.db3891b3d8889235e44e7fab256016b9.jpg,Critical Deficiency,35,39,30,5.3,12.81,14.77,24.48,31.75,4.97,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-64-_hf_jpg.rf.fb35a510eeef13009c908d839c7ed8a1.jpg,Critical Deficiency,27,45,34,4.71,9.25,14.9,27.61,52.19,4.32,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-64-_jpg.rf.9dba835cd9681c606706d8d1200e4441.jpg,Critical Deficiency,29,36,11,4.63,10.06,13.88,32.41,43.28,5.03,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-65-_jpg.rf.02845f2fe76ff78e4f2ec268167728ea.jpg,Critical Deficiency,26,16,39,5.19,6.16,15.67,20.91,11.21,4.79,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-65-_vf_jpg.rf.bd28ab619816e70d08f41411e3bda4f9.jpg,Critical Deficiency,44,35,45,5.33,8.79,13.01,26.11,30.89,5.45,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-66-_hf_jpg.rf.e7bdbbf5e282eccd376e862a0a1265ff.jpg,Critical Deficiency,30,47,0,4.43,7.84,15.6,31.61,26.09,4.45,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-66-_jpg.rf.193b95d11b51f81a23978b73ba590c5d.jpg,Critical Deficiency,13,42,28,5.5,16.38,16.21,13.18,52.19,2.66,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-67-_270_jpg.rf.03e7f97f34f652c8b96ddec1a65d3bc2.jpg,Critical Deficiency,31,33,32,5.27,14.68,17.53,47.86,46.69,1.93,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-67-_hf_jpg.rf.4d5a894e87899681a92dcfe60ba67f35.jpg,Critical Deficiency,23,23,28,5.88,13.82,20.39,41.15,17.59,2.53,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-69-_jpg.rf.1659dcd120766f1b7b0d2be1167f973a.jpg,Critical Deficiency,54,42,40,4.39,8.15,12.66,13.0,35.71,2.57,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-69-_jpg.rf.a20659d16a39b1371c4a8fdc776636dc.jpg,Critical Deficiency,38,6,25,4.18,8.44,19.84,26.26,36.5,3.62,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-7-_jpg.rf.6d0c60f387f74e82a04cd45d9beaa49b.jpg,Critical Deficiency,52,45,28,5.92,6.76,9.29,24.51,10.96,4.2,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-7-_jpg.rf.ab2affe54af2f38e2cc7ba51c8a7052b.jpg,Critical Deficiency,34,47,30,3.76,7.85,11.85,47.01,27.05,3.75,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-70-_JPG_jpg.rf.08e5e6788bb56743f11284db1462c051.jpg,Critical Deficiency,46,19,39,6.07,10.53,17.17,36.4,20.7,2.82,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-72-_103_jpg.rf.64e871755638233908bca7f89ccf8a0d.jpg,Critical Deficiency,44,31,17,5.36,7.3,22.34,26.88,0.96,5.07,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-72-_103_jpg.rf.e0ca5656fbddcb4eb66eeff6eea4f0f6.jpg,Critical Deficiency,41,6,39,4.93,8.41,13.49,30.67,13.64,5.86,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-72-_90_jpg.rf.095df5cdeb0da5f49dd9732f259d46f9.jpg,Critical Deficiency,6,29,18,5.46,14.21,13.81,27.9,49.9,4.5,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-72-_hf_jpg.rf.bea0017163bd09a0f16f413e5cd33955.jpg,Critical Deficiency,35,22,41,5.92,6.3,16.44,29.96,40.72,4.58,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-72-_jpg.rf.3f3029a4cc8c0007eef2eb95092bd86b.jpg,Critical Deficiency,53,13,26,5.27,5.52,16.52,39.69,48.91,3.37,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-72-_jpg.rf.5642a356e5a4708a9620a7d349903e58.jpg,Critical Deficiency,33,34,6,6.02,0.88,14.19,38.47,23.78,2.25,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-72-_vf_jpg.rf.2379809893ed8e3ab34054c33289243b.jpg,Critical Deficiency,50,52,35,5.9,11.66,14.1,14.1,51.96,6.63,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-74-_hf_jpg.rf.a195f8ecc6b6b72f53b4183d1055c9b7.jpg,Critical Deficiency,25,43,25,5.74,14.34,10.98,37.76,14.63,1.61,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-75-_270_jpg.rf.0c762303d8fcf6cf2854b11c2950c073.jpg,Critical Deficiency,28,25,40,4.25,14.22,17.06,16.61,48.23,6.51,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-75-_hf_jpg.rf.95d7f3c1a08b6bce75a6490dd9d5cd79.jpg,Critical Deficiency,43,50,38,3.92,9.4,15.92,33.26,41.32,4.75,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-75-_vf_jpg.rf.75ef1e10f27923dbe32941c130d02b84.jpg,Critical Deficiency,11,42,44,3.64,6.39,10.81,14.69,30.16,3.86,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-76-_hf_jpg.rf.3bbf84575ca94359c91bfb6d1c0c5c03.jpg,Critical Deficiency,58,57,38,4.27,15.62,14.41,22.37,15.02,5.32,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-77-_vf_jpg.rf.19e1b6d3083baef53a90819ab53d0a82.jpg,Critical Deficiency,28,26,43,5.84,7.92,18.71,42.06,36.51,2.04,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-78-_jpg.rf.8dbaa94c0d7129877bf829e329815093.jpg,Critical Deficiency,52,43,44,6.0,9.18,19.73,24.66,27.15,7.15,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-78-_jpg.rf.e51c1b8eb94bfbd4862e9311803b2cfd.jpg,Critical Deficiency,24,56,45,5.02,4.09,20.03,36.69,23.42,1.28,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-79-_jpg.rf.0e68748448435b93203cb3f4ec5fd88e.jpg,Critical Deficiency,44,5,15,5.32,5.99,16.93,33.36,15.8,1.87,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-8-_270_jpg.rf.a08384d1abe76f5b3289174be44d870d.jpg,Critical Deficiency,26,40,40,3.98,8.89,18.22,20.64,39.73,6.52,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-81-_040_jpg.rf.3dd83a90a92a131cca2e4baeade055da.jpg,Critical Deficiency,9,16,55,5.2,5.67,15.09,8.87,21.5,7.08,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
